id,sales_date,producto,cantidad,precio_unitario,sales_amount
2679,2025-12-27,Nivel,1,4200,4567.83
2680,2025-12-27,Martillo,3,4500,13317.88
2681,2025-12-27,Cinta métrica,3,1500,4159.55
2682,2025-12-27,Clavos (kg),4,2800,11190.09
2683,2025-12-27,Clavos (kg),1,2800,3014.93
2684,2025-12-27,Pinza,1,2200,2102.29
2685,2025-12-27,Cinta métrica,5,1500,7423.29
2686,2025-12-27,Martillo,4,4500,16900.59
2687,2025-12-27,Destornillador,5,1800,9553.81
2688,2025-12-27,Pinza,4,2200,9605.69
2689,2025-12-27,Pinza,2,2200,4104.74
2690,2025-12-28,Destornillador,1,1800,1630.03
2691,2025-12-28,Cinta métrica,1,1500,1527.76
2692,2025-12-28,Sierra,3,5800,16520.09
2693,2025-12-28,Nivel,2,4200,9170.79
2694,2025-12-28,Martillo,3,4500,13553.12
2695,2025-12-28,Pinza,1,2200,2321.33
2696,2025-12-28,Tornillos (caja),4,1200,5053.53
2697,2025-12-29,Tornillos (caja),1,1200,1100.53
2698,2025-12-29,Martillo,1,4500,4389.66
2699,2025-12-29,Destornillador,2,1800,3284.64
2700,2025-12-29,Nivel,1,4200,4033.24
2701,2025-12-29,Cinta métrica,1,1500,1380.55
2702,2025-12-29,Martillo,5,4500,20484.91
2703,2025-12-29,Cinta métrica,4,1500,5515.0
2704,2025-12-29,Cinta métrica,2,1500,3218.75
2705,2025-12-29,Tornillos (caja),1,1200,1188.82
2706,2025-12-29,Nivel,4,4200,18076.59
2707,2025-12-30,Destornillador,3,1800,5563.0
2708,2025-12-30,Martillo,4,4500,18061.97
2709,2025-12-30,Tornillos (caja),2,1200,2211.84
2710,2025-12-30,Martillo,5,4500,23459.85
2711,2025-12-30,Tornillos (caja),2,1200,2594.1
2712,2025-12-30,Taladro,5,35000,166470.01
2713,2025-12-30,Cinta métrica,4,1500,6269.55
2714,2025-12-30,Nivel,2,4200,7968.5
2715,2025-12-30,Martillo,1,4500,4164.91
2716,2025-12-30,Tornillos (caja),4,1200,4812.6
2717,2025-12-30,Sierra,3,5800,17691.16
2718,2025-12-30,Clavos (kg),2,2800,5205.1
2719,2025-12-31,Tornillos (caja),3,1200,3449.57
2720,2025-12-31,Martillo,5,4500,22888.98
2721,2025-12-31,Taladro,1,35000,33161.71
2722,2025-12-31,Clavos (kg),1,2800,2756.35
2723,2025-12-31,Pinza,2,2200,4523.69
2724,2025-12-31,Pinza,1,2200,2130.28
2725,2025-12-31,Nivel,4,4200,17135.2
